date,listeners,monthly listeners,monthly active listeners,super listeners,streams,playlist adds,saves,followers
2025-08-08,721,9883,3245,26,933,172,153,4601
2025-08-09,756,10181,3257,34,934,68,103,4601
2025-08-10,606,10370,3278,37,705,74,87,4602
2025-08-11,1025,10939,3300,33,1195,78,110,4604
2025-08-12,849,11176,3306,34,1004,47,81,4607
2025-08-13,809,11388,3340,39,969,66,105,4610
2025-08-14,854,11609,3368,39,961,51,80,4615
2025-08-15,824,11837,3403,41,962,72,83,4620
2025-08-16,661,11994,3405,40,789,100,89,4623
2025-08-17,596,12168,3421,40,701,42,68,4624
2025-08-18,722,12305,3424,40,830,67,79,4627
2025-08-19,683,12389,3427,45,771,33,50,4627
2025-08-20,693,12573,3463,44,791,42,93,4628
2025-08-21,691,12753,3464,46,823,77,72,4633
2025-08-22,638,12839,3466,46,737,38,62,4634
2025-08-23,558,12965,3447,49,639,37,54,4636
2025-08-24,484,13115,3446,49,532,42,58,4636
2025-08-25,539,13179,3429,49,618,87,52,4636
2025-08-26,678,13329,3419,46,739,31,52,4636
2025-08-27,627,13462,3417,46,708,53,63,4637
2025-08-28,517,13529,3402,44,605,33,35,4638
2025-08-29,554,13633,3411,45,626,40,47,4639
2025-08-30,549,13764,3422,46,598,60,55,4638
2025-08-31,483,13854,3426,47,527,23,44,4638
2025-09-01,543,13971,3406,45,595,43,19,4638
2025-09-02,590,14096,3416,46,666,36,9,4638
2025-09-03,641,14213,3415,47,703,29,15,4638
2025-09-04,653,14216,3376,46,729,55,17,4638
2025-09-05,659,14214,3365,47,758,50,20,4637
2025-09-06,572,14098,3359,44,635,52,21,4639
2025-09-07,486,14009,3332,43,525,42,8,4640
2025-09-08,622,13716,3335,45,682,36,10,4640
2025-09-09,600,13547,3320,45,664,66,14,4638
2025-09-10,558,13525,3291,43,608,34,30,4639
2025-09-11,635,13249,3252,43,707,21,13,4639
2025-09-12,551,13087,3218,40,605,65,9,4640
2025-09-13,304,12797,3196,39,352,27,8,4640
2025-09-14,506,12775,3172,37,545,25,14,4639
2025-09-15,534,12667,3143,36,571,34,4,4638
2025-09-16,579,12618,3123,37,640,37,10,4637
2025-09-17,634,12626,3121,34,685,31,11,4637
2025-09-18,618,12592,3097,32,688,31,25,4638
2025-09-19,504,12542,3086,34,550,24,8,4636
2025-09-20,529,12528,3084,32,572,25,13,4638
2025-09-21,416,12491,3053,29,476,26,58,4638
2025-09-22,553,12557,3054,27,585,54,57,4638
2025-09-23,505,12458,3050,29,550,37,44,4638
2025-09-24,524,12417,3027,26,560,41,52,4637
2025-09-25,492,12410,3023,26,535,27,56,4637
2025-09-26,515,12418,3000,25,550,56,63,4637
2025-09-27,501,12401,2996,25,535,32,45,4639
2025-09-28,463,12418,2975,25,512,21,53,4639
2025-09-29,408,12332,2986,26,464,22,34,4638
2025-09-30,492,12281,2978,26,546,43,48,4639
2025-10-01,507,12204,2972,25,543,25,50,4640
2025-10-02,506,12099,2974,22,539,37,37,4640
2025-10-03,409,11906,2974,20,440,41,30,4642
2025-10-04,285,11667,2959,18,307,31,11,4643
2025-10-05,235,11456,2955,19,293,54,18,4643
2025-10-06,316,11173,2913,18,357,32,4,4643
2025-10-07,342,10933,2904,16,389,74,13,4644
2025-10-08,358,10730,2895,15,396,50,10,4644
2025-10-09,367,10515,2892,14,395,40,14,4645
2025-10-10,315,10292,2889,14,366,37,5,4646
2025-10-11,299,10306,2887,14,355,21,5,4646
2025-10-12,226,10052,2885,15,272,40,5,4647
2025-10-13,309,9842,2896,15,372,58,13,4647
2025-10-14,360,9621,2888,13,402,55,17,4648
2025-10-15,325,9324,2876,14,356,40,10,4650
2025-10-16,323,9024,2850,15,370,44,17,4650
2025-10-17,321,8844,2841,17,357,30,9,4651
2025-10-18,283,8597,2838,15,345,19,4,4650
2025-10-19,242,8416,2817,13,264,20,8,4650
2025-10-20,345,8193,2806,13,384,28,14,4650
2025-10-21,309,8010,2784,13,353,38,20,4650
2025-10-22,323,7818,2772,14,375,28,11,4650
2025-10-23,333,7653,2757,14,374,25,9,4650
2025-10-24,327,7467,2764,17,391,29,11,4650
2025-10-25,264,7228,2752,18,319,27,21,4650
2025-10-26,217,6989,2743,18,254,22,14,4651
2025-10-27,296,6889,2744,17,365,23,9,4651
2025-10-28,295,6698,2714,19,523,23,18,4652
2025-10-29,323,6542,2704,19,478,12,9,4652
2025-10-30,321,6358,2693,16,432,32,17,4654
2025-10-31,371,6275,2687,19,578,33,24,4657
2025-11-01,308,6275,2686,27,410,22,11,4658
2025-11-02,229,6258,2687,25,287,47,10,4661
2025-11-03,312,6252,2679,26,361,23,7,4662
2025-11-04,323,6229,2673,27,362,44,13,4662
2025-11-05,297,6168,2657,26,341,30,14,4661
2025-11-06,302,6131,2646,26,329,39,3,4661
2025-11-07,303,6112,2649,27,332,29,8,4661
2025-11-08,285,6082,2640,27,313,21,5,4662
2025-11-09,210,6065,2647,26,235,36,12,4661
2025-11-10,264,6039,2636,24,300,24,12,4662
2025-11-11,274,5987,2607,24,301,23,4,4664
2025-11-12,296,5966,2582,25,327,16,10,4665
2025-11-13,309,5980,2591,23,346,55,7,4665
2025-11-14,307,5976,2591,22,335,33,9,4667
2025-11-15,250,5969,2588,22,279,25,4,4667
2025-11-16,207,5919,2578,22,233,41,9,4667
2025-11-17,228,5815,2561,22,270,27,9,4667
2025-11-18,275,5793,2559,21,298,27,15,4668
2025-11-19,297,5781,2570,22,328,24,11,4668
2025-11-20,275,5743,2563,20,294,24,7,4669
2025-11-21,292,5721,2545,21,328,34,6,4669
2025-11-22,286,5755,2553,21,331,28,22,4670
2025-11-23,201,5733,2537,21,234,28,8,4671
2025-11-24,259,5720,2536,22,332,26,10,4672
2025-11-25,263,5709,2542,22,294,23,6,4671
2025-11-26,302,5691,2534,21,325,18,7,4672
2025-11-27,267,5658,2528,19,289,28,11,4670
2025-11-28,245,5582,2490,17,271,23,4,4670
2025-11-29,229,5507,2455,15,263,25,7,4671
2025-11-30,192,5488,2445,16,222,24,12,4672
2025-12-01,244,5455,2442,14,258,27,13,4671
2025-12-02,260,5420,2442,15,298,14,6,4673
2025-12-03,291,5418,2437,14,316,28,17,4675
2025-12-04,273,5397,2431,14,312,50,39,4676
2025-12-05,484,5597,2449,14,555,121,89,4679
2025-12-06,512,5822,2565,14,713,123,156,4689
2025-12-07,482,6063,2680,14,636,132,155,4696
2025-12-08,693,6396,2794,20,1020,90,153,4703
2025-12-09,609,6620,2900,21,848,84,96,4708
2025-12-10,578,6804,2959,25,765,63,108,4715
2025-12-11,681,7046,3022,29,885,57,51,4724
2025-12-12,553,7151,3068,31,718,68,58,4727
2025-12-13,548,7312,3115,33,678,47,54,4730
2025-12-14,461,7461,3153,37,573,70,31,4734
2025-12-15,519,7629,3198,39,640,65,28,4736
2025-12-16,531,7754,3234,45,653,64,36,4739
2025-12-17,529,7867,3246,46,647,71,24,4741
2025-12-18,509,7968,3267,47,593,36,25,4742
2025-12-19,546,8130,3308,51,646,44,9,4744
2025-12-20,1152,8910,3357,54,1540,34,18,4746
2025-12-21,1083,9626,3412,58,1473,36,23,4746
2025-12-22,1141,10305,3452,62,1536,23,14,4748
2025-12-23,1283,11092,3516,65,1726,36,13,4751
2025-12-24,1212,11740,3557,69,1624,58,31,4754
2025-12-25,1108,12304,3598,68,1439,21,21,4754
2025-12-26,1103,12849,3645,72,1537,38,31,4756
2025-12-27,1078,13394,3717,75,1492,30,20,4758
2025-12-28,1044,13895,3770,78,1475,32,16,4760
2025-12-29,1204,14444,3854,83,1610,36,78,4763
2025-12-30,1200,14963,3912,86,1649,55,149,4765
2025-12-31,1217,15410,3968,92,1701,26,109,4769
2026-01-01,1082,15815,4023,95,1492,33,135,4770
2026-01-02,1180,16109,4067,99,1615,45,119,4773
2026-01-03,1182,16380,4068,96,1608,46,121,4773
2026-01-04,1217,16735,4081,87,1641,60,128,4775
2026-01-05,2281,17934,4105,81,2979,139,200,4777
2026-01-06,1984,18744,4141,75,2638,107,192,4777
2026-01-07,2170,19697,4214,69,2757,85,198,4777
2026-01-08,2269,20602,4256,65,2865,94,159,4780
2026-01-09,1457,21248,4286,61,1709,125,96,4784
2026-01-10,1102,21634,4307,57,1296,59,71,4787
2026-01-11,1134,22097,4333,55,1279,89,64,4788
2026-01-12,1310,22785,4372,54,1517,82,62,4791
2026-01-13,1242,23338,4400,52,1436,82,73,4793
2026-01-14,1175,23808,4417,48,1371,62,70,4793
2026-01-15,1179,24289,4458,50,1353,64,60,4794
2026-01-16,907,24511,4516,51,1066,101,54,4795
2026-01-17,816,24410,4492,57,980,56,53,4795
2026-01-18,712,24249,4457,58,832,31,45,4798
2026-01-19,649,24084,4413,61,765,45,30,4798
2026-01-20,732,23897,4348,60,896,58,34,4799
2026-01-21,782,23772,4313,61,923,47,36,4800
2026-01-22,643,23540,4306,66,754,79,28,4801
2026-01-23,582,23210,4288,65,677,45,20,4802
2026-01-24,518,22873,4260,66,624,30,23,4804
2026-01-25,492,22537,4201,67,567,43,33,4807
2026-01-26,618,22283,4133,71,688,46,45,4807
2026-01-27,689,22054,4110,70,771,45,34,4810
2026-01-28,683,21742,4049,75,773,109,17,4810
2026-01-29,695,21485,3981,79,814,92,25,4810
2026-01-30,610,21114,3972,79,688,36,23,4812
2026-01-31,591,20708,3926,77,827,49,13,4816
2026-02-01,498,20199,3879,79,665,45,16,4817
2026-02-02,689,19200,3841,78,808,81,26,4817
2026-02-03,833,18456,3823,74,1040,69,43,4820
2026-02-04,744,17446,3767,72,898,110,44,4821
2026-02-05,747,16278,3715,65,864,35,35,4822
2026-02-06,704,15698,3678,64,814,39,17,4822
2026-02-07,575,15277,3681,65,647,35,12,4821
2026-02-08,494,14758,3648,66,539,36,16,4822
2026-02-09,867,14560,3620,66,987,82,38,4822
2026-02-10,799,14300,3607,63,942,46,42,4823
2026-02-11,724,13970,3587,61,849,93,30,4824
2026-02-12,715,13630,3555,58,830,53,17,4824
2026-02-13,610,13434,3528,53,728,42,28,4827
2026-02-14,571,13256,3536,50,646,42,16,4828
2026-02-15,521,13119,3530,49,582,43,15,4826
2026-02-16,632,13139,3553,51,703,65,19,4826
2026-02-17,632,13125,3573,49,706,40,26,4827
2026-02-18,546,12995,3584,48,608,69,28,4827
2026-02-19,561,12951,3546,45,606,30,22,4828
2026-02-20,523,12932,3535,46,585,51,26,4830
2026-02-21,494,12935,3511,45,548,26,31,4831
2026-02-22,513,12990,3494,43,547,35,19,4832
2026-02-23,659,13116,3505,45,733,29,29,4831
2026-02-24,601,13079,3507,46,659,37,47,4831
2026-02-25,518,12955,3545,46,601,55,52,4831
2026-02-26,473,12756,3565,45,539,41,31,4832
2026-02-27,428,12594,3553,42,497,37,17,4832
2026-02-28,346,12381,3547,39,402,37,38,4832
2026-03-01,337,12238,3554,41,407,38,19,4833
2026-03-02,453,12108,3553,40,536,32,21,4834
