"Reporting Period",Label,"Release Name","Release Version","Release Artists","UPC Code",Catalogue,"Track Title","Mix Version","ISRC Code","Track Artists","Digital Service Provider","Activity Period",Territory,Delivery,"Content Type","Sale or Void",Count,"Royalty ($US)"
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",PRY,Streaming,Single,Sale,1,0.000912000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",PRY,Streaming,Single,Sale,2,0.000913000000
AUG-24,"DirtySnatcha Records",Rudeboy,,"Seeing Double, Kryture",198342476352,DSR0007A,Rudeboy,,GBWUL2045907,"Seeing Double, Kryture",Spotify,"August 2024",PRY,Streaming,Single,Sale,2,0.000913000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,Spotify,"August 2024",IND,Streaming,Single,Sale,2,0.000915000000
AUG-24,"DirtySnatcha Records",Dimension,,"In Orbit Dubz, Nein Lives",198342496138,DSR0051A,Dimension,,QZ5FN2266737,"In Orbit Dubz, Nein Lives",Spotify,"August 2024",IND,Streaming,Single,Sale,2,0.000915000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",IND,Streaming,Single,Sale,2,0.000915000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",NIC,Streaming,Single,Sale,1,0.000918000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth","Facebook / Instagram","July 2024",USA,Streaming,"Audio Library: Consumption",Sale,37,0.000923000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",IDN,Streaming,Single,Sale,1,0.000939000000
AUG-24,"DirtySnatcha Records",LIGMA,,"BBX, Jonomatic, Geeku",198342492208,DSR0045A,LIGMA,,GBWUL2171015,"BBX, Jonomatic, Geeku","YouTube Streaming","August 2024",POL,Streaming,"Art Track",Sale,1,0.000944000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple DJ Mixes","August 2024",USA,Streaming,Single,Sale,1,0.000949000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Facebook / Instagram","June 2024",IND,Streaming,"Audio Library",Sale,1,0.000953000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",ESP,Streaming,Single,Sale,4,0.000954000000
AUG-24,"DirtySnatcha Records","Round 2",,"Nekz, Meechie Murda",197999919441,DSR121,"Round 2",,QZ5FN2445592,"Nekz, Meechie Murda",Spotify,"August 2024",ITA,Streaming,Single,Sale,3,0.000956000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,Spotify,"August 2024",SLV,Streaming,Single,Sale,1,0.000959000000
AUG-24,"DirtySnatcha Records","Take A Trip","DirtySnatcha Remix","HEXED, Labs",198342492369,DSR0086A,"Take A Trip","DirtySnatcha Remix",QZ5FN2303924,"HEXED, Labs, DirtySnatcha",Spotify,"August 2024",UKR,Streaming,Single,Sale,1,0.000973000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",IND,Streaming,Single,Sale,1,0.000976000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple DJ Mixes","August 2024",DEU,Streaming,Single,Sale,1,0.000981000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",CHE,Streaming,Single,Sale,2,0.000984000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",ARG,Streaming,Single,Sale,1,0.000989000000
AUG-24,"DirtySnatcha Records","Fuck It Up",,"In Orbit Dubz",198342501825,DSR0078A,"Fuck It Up",,QZWDD2257318,"In Orbit Dubz","Amazon Prime","August 2024",ITA,Streaming,Single,Sale,1,0.001000000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",SRB,Streaming,Single,Sale,1,0.001007000000
AUG-24,"DirtySnatcha Records","High On Life",,Autokorekt,198342479759,DSR0098A,"High On Life",,QZTV32368009,"Autokorekt, Ashclappem",Spotify,"August 2024",POL,Streaming,Single,Sale,1,0.001008000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",POL,Streaming,Single,Sale,1,0.001008000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",POL,Streaming,Single,Sale,1,0.001008000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,Spotify,"August 2024",POL,Streaming,Single,Sale,1,0.001008000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE",Spotify,"August 2024",POL,Streaming,Single,Sale,1,0.001008000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",CZE,Streaming,Single,Sale,8,0.001018000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",CAN,Streaming,Single,Sale,1,0.001024000000
AUG-24,"DirtySnatcha Records","Run It Up",,"CHRMNDRS, Future Exit",198342476673,DSR0010A,"Run It Up",,GBWUL2081365,"CHRMNDRS, Future Exit",Spotify,"August 2024",BRA,Streaming,Single,Sale,1,0.001027000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",ARG,Streaming,"Art Track",Sale,3,0.001044000000
AUG-24,"DirtySnatcha Records","Need U","Dobadlyy Remix","DirtySnatcha, Autokorekt",198342491317,DSR0033A,"Need U","Dobadlyy Remix",QZ5FN2114150,"DirtySnatcha, Autokorekt, Dobadlyy",Spotify,"August 2024",PER,Streaming,Single,Sale,1,0.001046000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Facebook / Instagram - Revenue Share","July 2024",CAN,Streaming,"Audio Library: Consumption",Sale,179,0.001046000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",BEL,Streaming,Single,Sale,2,0.001048000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",SLV,Streaming,Single,Sale,26,0.001055000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",BGR,Streaming,Single,Sale,1,0.001059000000
AUG-24,"DirtySnatcha Records",SASORI,,"BBX, Geeku",198342504765,DSR0068A,SASORI,,GBRKQ2245736,"BBX, Geeku",NetEase,"July 2024",CHN,Streaming,Single,Sale,1,0.001069000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",COL,Streaming,Single,Sale,2,0.001074000000
AUG-24,"DirtySnatcha Records","Fuck It Up",,"In Orbit Dubz",198342501825,DSR0078A,"Fuck It Up",,QZWDD2257318,"In Orbit Dubz",Spotify,"August 2024",DOM,Streaming,Single,Sale,1,0.001074000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",AUT,Streaming,Single,Sale,3,0.001074000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple DJ Mixes","August 2024",CHN,Streaming,Single,Sale,3,0.001083000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",IND,Streaming,"Art Track",Sale,2,0.001087000000
AUG-24,"DirtySnatcha Records","Acting Out",,"Megahurtz, Blue",198342479070,DSR0029A,"Acting Out",,USLZJ2069505,"Megahurtz, Blue, Rico Act",Spotify,"August 2024",JPN,Streaming,Single,Sale,5,0.001097000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",ARG,Streaming,Single,Sale,3,0.001098000000
AUG-24,"DirtySnatcha Records","Fog Horn",,DENNETT,198342502969,DSR0074A,"Fog Horn",,QZTRX2237730,DENNETT,Spotify,"August 2024",ARG,Streaming,Single,Sale,3,0.001098000000
AUG-24,"DirtySnatcha Records","All In",,TruFeelz,198342478707,DSR0021A,"All In",,QZ5FN2075138,TruFeelz,"Amazon Prime","August 2024",JPN,Streaming,Single,Sale,1,0.001102000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz",Snap,"July 2024",SAU,Streaming,"User Generated Content",Sale,1,0.001103000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",VNM,Streaming,Single,Sale,1,0.001104000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",VNM,Streaming,Single,Sale,1,0.001104000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",POL,Streaming,Single,Sale,1,0.001108000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",ROM,Streaming,Single,Sale,1,0.001113000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",TIDAL,"July 2024",ARG,Streaming,Single,Sale,2,0.001125000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",COL,Streaming,Single,Sale,1,0.001126000000
AUG-24,"DirtySnatcha Records",Game,,"Sloth, CHACKK",197999855442,DSR116,Game,,QZ5FN2416543,"Sloth, CHACKK",Spotify,"August 2024",ARG,Streaming,Single,Sale,1,0.001142000000
AUG-24,"DirtySnatcha Records","BIG UPS",,"RAZR, VASTIVE",198342478684,DSR0024A,"BIG UPS",,USLZJ2023938,"RAZR, VASTIVE",Spotify,"August 2024",BRA,Streaming,Single,Sale,9,0.001144000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz","Apple Music","August 2024",RUS,Streaming,Single,Sale,1,0.001148000000
AUG-24,"DirtySnatcha Records","Round 2",,"Nekz, Meechie Murda",197999919441,DSR121,"Round 2",,QZ5FN2445592,"Nekz, Meechie Murda",TikTok,"June 2024",ARG,Streaming,"User Generated Content",Sale,1,0.001148000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",PER,Streaming,Single,Sale,2,0.001159000000
AUG-24,"DirtySnatcha Records","Spectre Season",,Artifact,198342479643,DSR0101A,"Spectre Season",,QZWDD2336449,Artifact,Spotify,"August 2024",PER,Streaming,Single,Sale,2,0.001159000000
AUG-24,"DirtySnatcha Records","Power Transient",,Hexadrone,198342491300,DSR0032A,"Power Transient",,GBRKQ2053155,Hexadrone,"Apple Music","August 2024",IND,Streaming,Single,Sale,1,0.001160000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",PER,Streaming,Single,Sale,1,0.001160000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,"Trebel Music","June 2024",MEX,Download,Single,Sale,1,0.001160000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",HUN,Streaming,Single,Sale,1,0.001169000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",HUN,Streaming,Single,Sale,1,0.001169000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",HUN,Streaming,Single,Sale,1,0.001169000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz",Snap,"August 2024",SAU,Streaming,"User Generated Content",Sale,1,0.001182000000
AUG-24,"DirtySnatcha Records","Fuck It Up",,"In Orbit Dubz",198342501825,DSR0078A,"Fuck It Up",,QZWDD2257318,"In Orbit Dubz","YouTube Streaming","August 2024",MEX,Streaming,"Art Track",Sale,1,0.001187000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","YouTube Streaming","August 2024",MEX,Streaming,"Art Track",Sale,1,0.001187000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",IDN,Streaming,Single,Sale,3,0.001193000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,Spotify,"August 2024",ESP,Streaming,Single,Sale,5,0.001193000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",HUN,Streaming,Single,Sale,16,0.001197000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple DJ Mixes","August 2024",CAN,Streaming,Single,Sale,3,0.001197000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",IND,Streaming,Single,Sale,1,0.001201000000
AUG-24,"DirtySnatcha Records",Assertion,,Aalioura,198342502129,DSR0076A,Assertion,,QZWDD2238845,Aalioura,Spotify,"August 2024",GBR,Streaming,Single,Sale,1,0.001202000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",THA,Streaming,Single,Sale,1,0.001204000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",DOM,Streaming,Single,Sale,1,0.001205000000
AUG-24,"DirtySnatcha Records","Round 2",,"Nekz, Meechie Murda",197999919441,DSR121,"Round 2",,QZ5FN2445592,"Nekz, Meechie Murda",Spotify,"August 2024",ARG,Streaming,Single,Sale,2,0.001208000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",ARG,Streaming,Single,Sale,2,0.001208000000
AUG-24,"DirtySnatcha Records","All In",,TruFeelz,198342478707,DSR0021A,"All In",,QZ5FN2075138,TruFeelz,"YouTube Streaming","August 2024",CZE,Streaming,"Art Track",Sale,1,0.001210000000
AUG-24,"DirtySnatcha Records",Whoa,,"KirbyBright, Devious",198342485866,DSR133,Whoa,,GBWUL2431903,"KirbyBright, Devious","Facebook / Instagram - Revenue Share","July 2024",USA,Streaming,"Audio Library: Consumption",Sale,85,0.001216000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,"YouTube Streaming","August 2024",ARG,Streaming,"Art Track",Sale,1,0.001216000000
AUG-24,"DirtySnatcha Records",Game,,"Sloth, CHACKK",197999855442,DSR116,Game,,QZ5FN2416543,"Sloth, CHACKK","Facebook / Instagram","July 2024",USA,Streaming,"Audio Library: Consumption",Sale,49,0.001223000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Facebook / Instagram","July 2024",USA,Streaming,"Audio Library: Consumption",Sale,49,0.001223000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",CRI,Streaming,Single,Sale,1,0.001233000000
AUG-24,"DirtySnatcha Records","Giving Up VIP",,"CHRMNDRS, SEEING\\DOUBLE",198342492154,DSR0044A,"Giving Up VIP",,GBWUL2158623,"CHRMNDRS, SEEING\\DOUBLE",Spotify,"August 2024",CRI,Streaming,Single,Sale,1,0.001233000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",CRI,Streaming,Single,Sale,1,0.001233000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",CRI,Streaming,Single,Sale,1,0.001233000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Watch Out",,USLZJ2405588,CRiiOZ,Spotify,"August 2024",CRI,Streaming,Single,Sale,1,0.001233000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",CRI,Streaming,Single,Sale,1,0.001233000000
AUG-24,"DirtySnatcha Records","Round 2",,"Nekz, Meechie Murda",197999919441,DSR121,"Round 2",,QZ5FN2445592,"Nekz, Meechie Murda",Spotify,"August 2024",LVA,Streaming,Single,Sale,1,0.001239000000
AUG-24,"DirtySnatcha Records",Bloodthirsty,,Howker,198342475331,DSR0004A,Bloodthirsty,,GBWUL1958037,Howker,Spotify,"August 2024",PER,Streaming,Single,Sale,1,0.001241000000
AUG-24,"DirtySnatcha Records",Hypnotize,,"In Orbit Dubz",197999477019,DSR113,Hypnotize,,QZZ8B2327916,"In Orbit Dubz",Spotify,"August 2024",PHL,Streaming,Single,Sale,3,0.001270000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",BRA,Streaming,Single,Sale,10,0.001272000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",MOZ,Streaming,Single,Sale,1,0.001272000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Trust,,USLZJ2405591,CRiiOZ,Spotify,"August 2024",ITA,Streaming,Single,Sale,4,0.001274000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",IND,Streaming,Single,Sale,5,0.001274000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",IND,Streaming,Single,Sale,5,0.001274000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"In The Walls",,USLZJ2405562,CRiiOZ,Spotify,"August 2024",MYS,Streaming,Single,Sale,1,0.001284000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",UKR,Streaming,Single,Sale,2,0.001284000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,"Let Go",,USLZJ2405592,CRiiOZ,"Apple Music","August 2024",RUS,Streaming,Single,Sale,1,0.001284000000
AUG-24,"DirtySnatcha Records","Riddim Gang",,"Megahurtz, Alienpark",198342478288,DSR0020A,"Riddim Gang",,QZ5FN2074245,"Megahurtz, Alienpark",Spotify,"August 2024",MYS,Streaming,Single,Sale,2,0.001285000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",CAN,Streaming,Single,Sale,1,0.001285000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN","Facebook / Instagram - Revenue Share","July 2024",USA,Streaming,"Audio Library: Consumption",Sale,90,0.001288000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz",Snap,"July 2024",FRA,Streaming,"User Generated Content",Sale,1,0.001290000000
AUG-24,"DirtySnatcha Records","Black & Gold",,BBX,198342479889,DSR0096A,"Crushed Glass",,QZTV32366684,BBX,Spotify,"August 2024",IDN,Streaming,Single,Sale,1,0.001291000000
AUG-24,"DirtySnatcha Records","Eight Six",,BBX,198342480014,DSR0092A,"Eight Six",,QZTV32366095,BBX,Spotify,"August 2024",IDN,Streaming,Single,Sale,1,0.001291000000
AUG-24,"DirtySnatcha Records","Black & Gold",,BBX,198342479889,DSR0096A,"Black & Gold",,QZTV32366677,BBX,Spotify,"August 2024",IDN,Streaming,Single,Sale,1,0.001291000000
AUG-24,"DirtySnatcha Records","Crushed Glass",,BBX,198342479902,DSR0095A,"Crushed Glass",,QZTV32366684,BBX,Spotify,"August 2024",IDN,Streaming,Single,Sale,1,0.001291000000
AUG-24,"DirtySnatcha Records",Shook,,BBX,198342479957,DSR0094A,Shook,,QZTV32366682,BBX,Spotify,"August 2024",IDN,Streaming,Single,Sale,1,0.001291000000
AUG-24,"DirtySnatcha Records","Black & Gold",,BBX,198342479988,DSR0093A,"Black & Gold",,QZTV32366677,BBX,Spotify,"August 2024",IDN,Streaming,Single,Sale,1,0.001291000000
AUG-24,"DirtySnatcha Records","GO MAD",,"DSTRTN, CRiiOZ",198342500286,DSR0056A,"GO MAD",,USLZJ2297741,"DSTRTN, CRiiOZ",Spotify,"August 2024",ROM,Streaming,Single,Sale,1,0.001299000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Facebook / Instagram - Revenue Share","July 2024",USA,Streaming,"Audio Library: Consumption",Sale,92,0.001316000000
AUG-24,"DirtySnatcha Records","Fight Time",,Megahurtz,198342492123,DSR0042A,"Fight Time",,GBRKQ2178616,Megahurtz,Snap,"July 2024",DEU,Streaming,"User Generated Content",Sale,1,0.001317000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Apple Music","August 2024",TUR,Streaming,Single,Sale,1,0.001319000000
AUG-24,"DirtySnatcha Records",Nightmare,,"In Orbit Dubz",198342501320,DSR0080A,Nightmare,,QZWDD2257336,"In Orbit Dubz",Spotify,"August 2024",EGY,Streaming,Single,Sale,3,0.001320000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",EGY,Streaming,Single,Sale,3,0.001320000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci","Amazon Prime","August 2024",CAN,Streaming,Single,Sale,1,0.001323000000
AUG-24,"DirtySnatcha Records",WTF,,"BBX, Sloth",198342356135,DSR131,WTF,,GBRKQ2471312,"BBX, Sloth",Spotify,"August 2024",LBN,Streaming,Single,Sale,1,0.001324000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",GRC,Streaming,Single,Sale,1,0.001335000000
AUG-24,"DirtySnatcha Records","Genie In a Bottle",,"DirtySnatcha, Luci",198342437506,DSR132,"Genie In a Bottle",,GBWUL2407705,"DirtySnatcha, Luci",Spotify,"August 2024",LTU,Streaming,Single,Sale,1,0.001347000000
AUG-24,"DirtySnatcha Records","Back Rooms",,"In Orbit Dubz",198342498644,DSR0077A,"Back Rooms",,QZWDD2257316,"In Orbit Dubz",Spotify,"August 2024",LTU,Streaming,Single,Sale,1,0.001347000000
AUG-24,"DirtySnatcha Records",Tartarus,,CRiiOZ,198342042182,DSR127,Psycho,,USLZJ2405590,"CRiiOZ, DSTRTN",Spotify,"August 2024",CZE,Streaming,Single,Sale,1,0.001352000000
