date,artist_popularity,followers,top1_name,top1_pop,top2_name,top2_pop,top3_name,top3_pop,top5_avg_pop,top10_avg_pop
2026-05-10,12,1444,Supersonic (DARK MATTER Remix),14,Big Boi,14,Where You At - Dark Matter Remix,13,13.4,10.9
