date,artist_popularity,followers,top1_name,top1_pop,top2_name,top2_pop,top3_name,top3_pop,top5_avg_pop,top10_avg_pop
2026-05-10,23,5038,Get Down,35,Boom Bap,31,Magic - Original Mix,24,25.2,17.7
