date,artist_popularity,followers,top1_name,top1_pop,top2_name,top2_pop,top3_name,top3_pop,top5_avg_pop,top10_avg_pop
2026-05-10,29,27421,I Need Your High,36,Battle,31,Crashing,30,30.6,26.8
