date,artist_popularity,followers,top1_name,top1_pop,top2_name,top2_pop,top3_name,top3_pop,top5_avg_pop,top10_avg_pop
2026-05-10,5,347,PROJECT BOUNCE,15,Watch Me Fall,4,Skrrt,4,5.8,4.0
